ParentOrganisation.ABN,ParentOrganisation.LegalName,ABN,LegalName,ClientNotes
38162366056,Newgate Communications Pty Limited,,Luerssen Australia Pty Ltd,
49090692014,Discourse Consulting Pty Ltd,,Luk and Associates,
30624548429,Health Communincations Australia Pty Limited,,Lundbeck Australia Pty Limited,
89096965794,opr Agency,,Lung Foundation Australia,
14625954912,Kurrajong Strategic Counsel,,Lush Media,
50445644019,Gambaro Consulting Group,,Lymphoedema Action Alliance,
50445644019,Gambaro Consulting Group,,Lymphoedema Association of Qld,
93156511607,C2hills Investments Pty Limited,68253640058,Macleay Options Inc,
79109681405,Hawker Britton Group Pty Ltd,26122169368,Macquarie Agricultural Funds Management Ltd,
38162366056,Newgate Communications Pty Limited,79123199548,Macquarie Capital (Australia) Limited,
90604408826,TSB Advisory Pty Ltd,,Macquarie Group Limited,
79109681405,Hawker Britton Group Pty Ltd,,Macquarie Group Limited,
41317956923,GIMC Consulting,32063906927,Macquarie Media Pty Ltd,
94122169279,Macquarie Group Limited,,Macquarie Pastoral Fund,
91631938317,Wells OCallaghan Watterson Pty Ltd,,Macquarie Telecom,
98879897568,"Clark, Kerren G",,Maddingley Brown Coal,
13159060561,Megan Anwyl,,Magnetite Network,
94064357544,CPR Communications & Public Relations Pty Ltd,,MailGuard Pty Ltd,
94064357544,CPR Communications & Public Relations Pty Ltd,,MailGuard Pty Ltd,
94064357544,CPR Communications & Public Relations Pty Ltd,,Malaysian Resources Corporation Berhad,
13159060561,Megan Anwyl,,Malya Yutturingu,
60093621455,SPIER CONSULTING P/L,,MANILDRA GROUP,
23630677673,TG Endeavour Pty Ltd,,MANSKI PTY LTD,
23630677673,TG Endeavour Pty Ltd,,Manufacturing Australia,
62121744043,Lobbying Australia Pty Ltd,,Manuka Business Association,
56054857698,MR DARYL GORDON PILMORE,,MANUKA DOCTOR (AUSTRALIA) PTY LIMITED,
37108802366,Purple Communications Australia Pty Ltd,,Mareterram Limited,
12075550971,Five Corners Pty Ltd,,Mark Lawrence - Managing Director - MD Solutions Australasia Pty Ltd.,
49010868112,Asia Pacific Corporation Pty Ltd,,Marketplace Communications,
26149964189,Premier State Consulting Pty Ltd,25060510410,Marquee The Star Sydney,
71619450841,PremierNational Pty Ltd,25060510410,Marquee The Star Sydney,
89096965794,opr Agency,,Mars Australia,
89096965794,opr Agency,,Mars Food,
34123819385,FPL Advisory Pty Ltd,,Mars Petcare,
89096965794,opr Agency,,Mars Petcare,
34123819385,FPL Advisory Pty Ltd,,Mars Wrigley,
89096965794,opr Agency,48008454313,Mars Wrigley Confectionery,
65140067287,"Barton Deakin ",,Marubeni Australia Ltd,
46071979461,FTI Consulting (Perth) Pty Ltd,,Mastercard,
69102531457,"FTI Consulting (Sydney) Pty Ltd as Trustee for the Third Person Communication Trust ",,"Mastercard ",
33136520548,SAS Consulting Group Pty Ltd,,MATES IN CONSTRUCTION (AUST) LIMITED,
98760171792,The Holland Trust,,Mawson's Huts Foundation,
33136520548,SAS Consulting Group Pty Ltd,,MAX Solutions,
71595434578,PRX Unit Trust,39082449036,MAXXIA PTY LTD,https://www.mmsg.com.au/
71595434578,PRX Unit Trust,39082449036,MAXXIA PTY LTD,https://www.maxxia.com.au
83615178571,Lunik Pty Ltd,65434268716,MBDA Australia,
40079616050,Porter Novelli Australia Pty Ltd,,McCain Foods Australia New Zealand,
79109681405,Hawker Britton Group Pty Ltd,,McDonalds Australia Ltd,
65140067287,"Barton Deakin ",,McDonald's Australia Ltd,
86090759032,Sefiani Communications Group Pty Ltd,,McGrathNicol,
21131482230,Sanlaan Pty Ltd,,Mckenzie Aged Care Group,
20126507211,Richardson Coutts,,McKinsey and Company,
26614088881,Christmas Jalili Pty Ltd,74107233983,McMillan Shakespeare Limited,https://www.mmsg.com.au
65140067287,"Barton Deakin ",,Meat Inspectors Pty Ltd,
14007098295,Starfare Image Pty Ltd,,MECCA Brands,
32105250413,The Strategic Counsel,,MedAdvisor,
40079616050,Porter Novelli Australia Pty Ltd,,MedHealth,
19672612619,The Trustee for Sandra Eccles Family Trust,29153606681,Media Federation of Australia,
51364113263,Cotterell Jannette Suzanne,,Medical Oncology Group of Australia,
76615655699,Nexus APAC Pty Ltd,61129334354,Medical Technology Association of Australia,
47609028015,Insight Strategy Pty Ltd,,Medical Technology Association of Australia,
99003613134,Covance Pty Ltd (Covance Market Access Services division),61129334354,Medical Technology Association of Australia Ltd (MTAA),
32105250413,The Strategic Counsel,,Medicinal Cannabis Industry Australia Limited,
54110321090,Cube Public Relations Pty Ltd,,Medicines Australia,
76615655699,Nexus APAC Pty Ltd,23126990001,Medicines Australia Limited,
70543558011,Brent William Knevett,,Medimpact International,
65140067287,"Barton Deakin ",,Medlab Clinical,
51364113263,Cotterell Jannette Suzanne,,Melanoma Patients Australia,
71595434578,PRX Unit Trust,92871871964,Melb	MELBOURNE CRICKET CLUB,https://www.mcc.org.au/
80318383423,David Quilty Consulting,,Melba Foundation,
79109681405,Hawker Britton Group Pty Ltd,,Melbourne Airport,
50082123822,GRACosway Pty Ltd,,Melco Resorts Services Limited,https://www.melco-resorts.com/en/home.html
91167042408,Royce Communications Pty Ltd,,Members Health Fund Alliance,
30624548429,Health Communincations Australia Pty Limited,,Merck Serono Australia,
20126507211,Richardson Coutts,,Merck Serono Australia Pty Ltd,
99003613134,Covance Pty Ltd (Covance Market Access Services division),72006900830,Merck Serono Australia Pty Ltd,
51364113263,Cotterell Jannette Suzanne,,Merck Sharp & Dohme (Australia) Pty Limited,
89619473602,Kate Dinon and Associates PR Pty Ltd,,Meridian Energy Australia,
89619473602,Kate Dinon and Associates PR Pty Ltd,,Meridian Energy Australia,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,,Meridian Energy Australia Pty Ltd,
26149964189,Premier State Consulting Pty Ltd,,Merivale Group (Hemmes Trading Pty Ltd),
71595434578,PRX Unit Trust,,Merlyn Funds Management Pty Ltd,
89096965794,opr Agency,,Metabolic Dietary Disorders Association,
89096965794,opr Agency,,Metabolic Dietary Disorders Association,
36617864347,Primary Communication Partners,,Metis Technologies Pty Ltd,
90158415920,Staindl Strategic Pty Ltd,,Metro Trains Australia Pty Ltd,
90158415920,Staindl Strategic Pty Ltd,,Metro Trains Australia Pty Ltd,
76615655699,Nexus APAC Pty Ltd,29002589460,Microsoft,
89096965794,opr Agency,,Microsoft Pty Ltd,
89096965794,opr Agency,,Microsoft Pty Ltd,
81634747363,GC Advisory Pty Ltd,39086722607,"Migration Solutions Pty Ltd ",
94064357544,CPR Communications & Public Relations Pty Ltd,,Mildura Rural City Council,
94064357544,CPR Communications & Public Relations Pty Ltd,,Mildura Rural City Council,
29145634224,Jo Scard Pty Ltd,,Mind  Australia ABN 17 123 159 526,
51364113263,Cotterell Jannette Suzanne,,Minderoo Foundation,
38162366056,Newgate Communications Pty Limited,,Minderoo Group,
51364113263,Cotterell Jannette Suzanne,,Minderoo Group PTY Lltd,
56131702755,GRA Partners Pty Ltd,39008478653,Mineral Commodities Ltd,"https://www.mineralcommodities.com/ "
38162366056,Newgate Communications Pty Limited,,Minter Ellison,
46071979461,FTI Consulting (Perth) Pty Ltd,,Mitsubishi Development Pty Ltd,
56131702755,GRA Partners Pty Ltd,45108437529,Mitsui E&P Australia Pty Ltd,
79109681405,Hawker Britton Group Pty Ltd,,MLC Life Insurance,
72105160736,People First HR Solutions Pty Ltd,,Mobile Electrics,
90116598924,Statecraft,,Moelis and Company,
39098650241,John O'Connor and Associates Pty Ltd,,MolyCop Pty Ltd,
89412183088,Resolution Junction,,Monash Mens Shed,
38162366056,Newgate Communications Pty Limited,,Mondelez Australia Pty Ltd,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,,Montarosa Pty Ltd,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,,Montarosa Pty Ltd,
65129479821,Creative Transformations (Aust) Pty Ltd,,Monteath and Powys Surveyors,
23969141298,John Scott Barker,16678987178,Moor Tech Pty Ltd,
71595434578,PRX Unit Trust,32052362348,MOORE STEPHENS (VIC) PTY LTD,https://www.moorestephens.com.au/
56054857698,MR DARYL GORDON PILMORE,,MOR Boutique,
56054857698,MR DARYL GORDON PILMORE,,MOR Boutique,
56054857698,MR DARYL GORDON PILMORE,,MORPHE PTY LTD,
50082123822,GRACosway Pty Ltd,,Mortgage and Finance Association of Australia,
91631938317,Wells OCallaghan Watterson Pty Ltd,,Motorola Solutions Australia Pty Limited,
60355347758,Trustee of Kerans Family Trust,,Motorola Solutions Inc.,
79753055457,Bomm Holdings P/L,,Moulamein Foods (unpaid),
81623654839,Coode Holdings Pty Ltd,,Mount Lawley Resident's Association,"NO ABN or URL. Information about the organisation here: https://www.communitynews.com.au/guardian-express/news/mt-lawley-residents-push-to-curb-traffic-troubles/ "
71619450841,PremierNational Pty Ltd,98000458622,Mounties Group,
26149964189,Premier State Consulting Pty Ltd,98000458622,Mounties Group,
20126507211,Richardson Coutts,43079693968,MPSC Australia Pty Ltd,
,Cultural Consulting,,Mr Bobby Whitfield senior advisor to the Liberian President.,
79109681405,Hawker Britton Group Pty Ltd,,MS Research Australia,
65140067287,"Barton Deakin ",,MS Research Australia,
74085739046,Fowlstone Communications,,MSA Safety,
14007098295,Starfare Image Pty Ltd,21137904806,MUK HAIR CARE PTY LTD,
59954528757,The Canberra Institute,,Mulligans Flat Developments Pty Ltd,
76615655699,Nexus APAC Pty Ltd,87081322509,Mundipharma,
34837287161,Kirchmann Management Consultants Pty Ltd,,Mundipharma Pty Ltd,
65140067287,"Barton Deakin ",51004804013,Munich Reinsurance Company of Australia Ltd,https://www.munichre.com/en/homepage/index.html
65140067287,"Barton Deakin ",,Murdoch Childrens Research Institute,
37108802366,Purple Communications Australia Pty Ltd,,Murdoch University,
23630677673,TG Endeavour Pty Ltd,,Murdoch University,
,Cultural Consulting,,Murnis,
66619642858,CGM Communications Pty Ltd,,Murujuga Aboriginal Corporation,
77103564254,Meso Consulting Pty Ltd,,Muscle Worx Pty Ltd,
73008641530,Richglen Holdings Pty Ltd,,Muscular Dystrophy Australia,
89096965794,opr Agency,,Museum of Applied Arts and Sciences,
71619450841,PremierNational Pty Ltd,,Music Australia,
78729712484,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,,Musical Futures Australia,
29145634224,Jo Scard Pty Ltd,65247018511,MY SHORE PRODUCTIONS PTY LTD,
65140067287,"Barton Deakin ",,MyBudget Pty Ltd,
79109681405,Hawker Britton Group Pty Ltd,,MyBudget Pty Ltd,
71595434578,PRX Unit Trust,92005871410,Myer Foundation,http://myerfoundation.org.au/grants/other-programs/merlyn-myer-fund/
89096965794,opr Agency,53086760303,MYOB,
23630677673,TG Endeavour Pty Ltd,,MYOB,
73130740546,CMAX Communications Pty Ltd,83000124381,N I B HEALTH FUNDS LTD,nib.com.au
73130740546,CMAX Communications Pty Ltd,,Naeco Pty Ltd,
93156511607,C2hills Investments Pty Limited,,Nambucca Shire Council,
78071667797,"SIlk Road Commercial Pty Ltd ",67135530433,"Nanshan Holdings (Aust)Pty Ltd ",
29145634224,Jo Scard Pty Ltd,,National Aboriginal Community Controlled Health Organisation (NACCHO) 89 078 949 710,
94064357544,CPR Communications & Public Relations Pty Ltd,,National Ageing Research Institute Limited,
94064357544,CPR Communications & Public Relations Pty Ltd,,National Ageing Research Institute Limited,
31267269201,The Trustee for the Bowden Family Trust,,National Apprentice Employment Network,
65140067287,"Barton Deakin ",,National Association of People With HIV Australia,
51364113263,Cotterell Jannette Suzanne,,National Association of Specialist Obstetricians and Gynaecologists,
47166122434,Profile Consulting (Aust) Pty Ltd,,"National Automotive Leasing & Salary Packaging Association ",
93354249142,The Trustee for ECG Advisory Trust,,National Automotive Leasing and Salary Packaging Association,
73130740546,CMAX Communications Pty Ltd,,National Capital Private Hospital,
86086302838,Marketing Elements Pty Ltd,,National Child Protection Alliance,
86086302838,Marketing Elements Pty Ltd,,National Council of Children Post Separation,
33136520548,SAS Consulting Group Pty Ltd,,National Credit Providers Association,
33136520548,SAS Consulting Group Pty Ltd,,National Credit Providers Association,
47117012549,RIPNEY PTY LTD,,National Credit Providers Association Ltd,
48074671462,Essential Media Communications,,National Disability Services,
95164204111,Etched Communications,,National Electrical and Communications Association NSW,
65140067287,"Barton Deakin ",,National Home Doctor Service,
32105250413,The Strategic Counsel,,National Pharmaceutical Services Association,
28125233543,Government Relations Solutions Pty Ltd,,National Pharmacies,
79109681405,Hawker Britton Group Pty Ltd,,National Pork Producers Council,
65140067287,"Barton Deakin ",,National Pork Producers Council,
49622979177,"Media and Public Affairs ",,Natures Coin,
93354249142,The Trustee for ECG Advisory Trust,,Naval Group,
73130740546,CMAX Communications Pty Ltd,,"Navantia Australia Pty Ltd ",
49006518412,"Cemdia Pty, Ltd",,NBNCo,
49006518412,"Cemdia Pty, Ltd",,NBNCo,
71595434578,PRX Unit Trust,52105082460,Neami Limited,https://www.neaminational.org.au/
71595434578,PRX Unit Trust,,"Neami National ",
63106038304,Premier Strategy Pty Ltd,,"Neoen Australia ",
95164204111,Etched Communications,,Nestle Australia,
27143938523,Policy Australia Pty Ltd,,Netflix,
45631309923,Eloquium Group Pty Ltd,,Netflix Inc,www.netflix.com
70543558011,Brent William Knevett,,Netsweeper,
29138717272,Momentum Strategic Communication Services,38010653844,New Hope Group,
17148998645,Diplomacy Pty Limited,,New Zealand Carbon Farming,www.nzcarbonfarming.co.nz/
95164204111,Etched Communications,,Newcastle Port Corporation,
56131702755,GRA Partners Pty Ltd,20005683625,"Newcrest Mining Limited ",
26149964189,Premier State Consulting Pty Ltd,35143582521,NEXTDC Limited,
71619450841,PremierNational Pty Ltd,35143582521,NEXTDC Limited,
96146192663,Dunns4 Consulting Pty Ltd,,Nexter Systems,
98760171792,The Holland Trust,,Nexus Public Affairs,
26726483358,Ascend Strategic Counsel Pty Ltd,,Nichibo Australia Pty Ltd,
81623654839,Coode Holdings Pty Ltd,,Nigel Blyth-Tinker,
95164204111,Etched Communications,36002057294,Noakes Group Pty Ltd,http://noakes.net.au/
20126507211,Richardson Coutts,,Nokia Solutions and Networks Australia,
37108802366,Purple Communications Australia Pty Ltd,,Noongar Chamber of Commerce and Industry,
31083755104,Seismic Asia Pacific Pty Ltd,,Norbit US Ltd,"PO Box 8355, Goleta, CA 93118 USA"
99003613134,Covance Pty Ltd (Covance Market Access Services division),,Norgine Pty Limited,
97009584105,Bartholomew Quinn and Associates,,Norske Skog,
39098650241,John O'Connor and Associates Pty Ltd,,Norske Skog Australasia Pty Ltd,
98997265041,John Cook,,North Melbourne Football Club,
47166122434,Profile Consulting (Aust) Pty Ltd,,North Rossa Pty Ltd,
47166122434,Profile Consulting (Aust) Pty Ltd,,North Rossa Pty Ltd,
81623654839,Coode Holdings Pty Ltd,,North Wanneroo Residents Association Inc.,
27613857668,Next Level Strategic Services Pty Ltd,,North West Queensland Regional Organisation of Councils (NWQROC),
38162366056,Newgate Communications Pty Limited,,Northern NSW Agricultural Alliance,
73130740546,CMAX Communications Pty Ltd,,Northrop Grumman Australia,
73130740546,CMAX Communications Pty Ltd,,Northrop Grumman International,
99002989531,Electrotech Australia Pty Limited,,Northrop Grumman Overseas Service Corporation,
65140067287,"Barton Deakin ",,"Northside Community Forum Ltd. ",
90604408826,TSB Advisory Pty Ltd,,"Novartis Pharmaceuticals Australia Pty Ltd ",
99003613134,Covance Pty Ltd (Covance Market Access Services division),,Novo Nordisk Pharmaceuticals Pty Ltd,
89096965794,opr Agency,,Novo Nordisk Pharmaceuticals PTY LTD,
39612003460,ALPHA Consult Pty Ltd,,NOW Australia,
39612003460,ALPHA Consult Pty Ltd,,NOW Australia,
20126507211,Richardson Coutts,88092011268,Now Screen,"Now Screen
"
63272133108,The Trustee for Arthur Trust,74624276008,NSI (Aust) Pty Ltd,
90116598924,Statecraft,,"NSW Aboriginal Land Council ",
16007797793,Alkar Pty Ltd,,NT Airports,
93634947050,Beckington Group,,NT Bullion Pty Ltd,A resource company specialising in Gold. ACN number is 635 247 988
65140067287,"Barton Deakin ",,Nucoal Resources Ltd,
34123819385,FPL Advisory Pty Ltd,,Nufarm,
39098650241,John O'Connor and Associates Pty Ltd,,Nufarm Limited,
14616647628,Cahill and Bailey Pty Ltd,43130353890,Nulsen Group Incorporated,"Western Australian based not-for-profit organisation which specialises in caring for people with complex needs.

https://www.nulsen.com.au/
"
91631938317,Wells OCallaghan Watterson Pty Ltd,,Nutanix Pty Ltd,
86231566780,The Trustee for Bespoke Business Trust,,Nutrien Australia,
26098280892,Comsult(Aust) Pty Ltd,,O3b/SES,
26098280892,Comsult(Aust) Pty Ltd,,O3b/SES,
93354249142,The Trustee for ECG Advisory Trust,,Oaktree Capital,
49622979177,"Media and Public Affairs ",,Obesity Australia,
71619450841,PremierNational Pty Ltd,79101258182,Ocean Protect,
71619450841,PremierNational Pty Ltd,91605996085,Octor Pty Ltd,
26149964189,Premier State Consulting Pty Ltd,91605996085,Octor Pty Ltd,
77076836792,Clifton Consulting Services Pty Ltd,,Odyssey House,
62621984923,Brickfielder Government Engagement,,Offshore Preshipment Inspection Industry Group,Representatives from various industry organisations and companies have formed this group related to proposed changes to Offshore Preshipment Inspections.
62632061226,Public Affairs and Campaigns Australia Pty Ltd,76145200237,OGL Group Pty Ltd,
58101934454,Crosby Textor Research Strategies Results Pty Ltd,,Oil Search Ltd,
63103178258,Res Publica Pty Ltd,21623472202,Ola Australia Pty Ltd,
71133436665,Belman Consulting Pty Ltd,,Olbia Pty Limited,
49622979177,"Media and Public Affairs ",,Olivia Newton John Cancer and Wellness Research Centre,
83615178571,Lunik Pty Ltd,17602309740,Olympus Solutions,
26098280892,Comsult(Aust) Pty Ltd,,OmniSpace,
16007797793,Alkar Pty Ltd,,OnDigital,
89412183088,Resolution Junction,,One in 5000 Foundation Inc,
11798005465,Horton Consulting,,One Web Corporation,
86615732182,Capetal Advisory Pty Ltd,,OneFortyOne,
50082123822,GRACosway Pty Ltd,38159689988,OneFortyOne Plantations Pty Ltd,https://onefortyone.com/
86615732182,Capetal Advisory Pty Ltd,38159689988,OneFortyOne Plantations Pty Ltd,
38162366056,Newgate Communications Pty Limited,38159689988,ONEFORTYONE PLANTATIONS PTY LTD,
49006518412,"Cemdia Pty, Ltd",,OneWeb,
49006518412,"Cemdia Pty, Ltd",,OneWeb,
99153936719,"Cornerstone Group Australia Pty Ltd ",,Online Education Services Pty Ltd,
92715851492,Chikarovski & Associates Pty Ltd,,OOH!MEDIA OPERATIONS PTY LIMITED,
65140067287,"Barton Deakin ",,Opal Aged Care,
47609028015,Insight Strategy Pty Ltd,,Open Colleges,
16007797793,Alkar Pty Ltd,,OptiComm,
26726483358,Ascend Strategic Counsel Pty Ltd,19628862840,Optimus Group Australia Pty Ltd,
92715851492,Chikarovski & Associates Pty Ltd,,Option Funds Management Limited,
84150667486,LOPAC Consulting Pty Limited,,Orbital  ATK Inc,
65140067287,"Barton Deakin ",,OrCam Technologies Ltd,Israel registration number: 514492388
97081134698,Ivydale Nominees Pty Ltd,,Ord Irrigation Cooperative Ltd,
39098650241,John O'Connor and Associates Pty Ltd,,Orica Australia Pty Ltd,
91631938317,Wells OCallaghan Watterson Pty Ltd,,Orix,
34837287161,Kirchmann Management Consultants Pty Ltd,,Orpharma Pty Ltd,
13100392827,Wurley Group Pty Ltd,,Orthocell Ltd,
76615655699,Nexus APAC Pty Ltd,45098570515,Osteoporosis Australia,
30624548429,Health Communincations Australia Pty Limited,,Otsuka Australia Pharmaceutical Pty. Ltd,
50082123822,GRACosway Pty Ltd,,Ovarian Cancer Australia Limited,
93156511607,C2hills Investments Pty Limited,,Oxley Vale Lifelong Learning Centre Incorporated,
23969141298,John Scott Barker,,Oyster Farmers Pty Ltd,
29145634224,Jo Scard Pty Ltd,,OzHelp Foundation Ltd ABN 59 099 118 500,
25069333400,TAYLOR STREET ADVISORY PTY LTD,50003529575,Pace Farm Pty Limited,
89096965794,opr Agency,,"Painaustralia ",
14625954912,Kurrajong Strategic Counsel,,PainChek Australia,
56136912260,Equilibrium OMG Pty Ltd,55616171312,Paintback,
73130740546,CMAX Communications Pty Ltd,,PAL Aerospace,https://www.palaerospace.com/
74085739046,Fowlstone Communications,71602662322,Pallion Group Pty Limited,
29145634224,Jo Scard Pty Ltd,,"PANDA - Perinatal Anxiety & Depression Australia Inc ABN 64 063 647 374 ",
65140067287,"Barton Deakin ",,"Parametric Insurance Solutions Pty Ltd ",
65791217178,Helen & Mike O'Brien JP,,Parins,
20126507211,Richardson Coutts,,Partners in Performance,
37108802366,Purple Communications Australia Pty Ltd,,"Pathfinder Energy ",
73145352147,London Agency Pty Ltd,,Pathology Awareness Australia Ltd,
90604408826,TSB Advisory Pty Ltd,29773138940,Paul Ramsay Foundation,https://paulramsayfoundation.org.au/
67151951250,"LATAF CONSULTING ",,Paydirt Media,
51364113263,Cotterell Jannette Suzanne,,PayPal Australia,
70543558011,Brent William Knevett,,PBT Group Australia,
71619450841,PremierNational Pty Ltd,61001401663,Peabody Energy Australia Pty Ltd,
71619450841,PremierNational Pty Ltd,61001401663,Peabody Energy Australia Pty Ltd,
58101934454,Crosby Textor Research Strategies Results Pty Ltd,40004245943,Pearson Australia Group Pty Ltd,
93354249142,The Trustee for ECG Advisory Trust,,Peet Limited,
35441514971,The Trustee for Jackman Family Trust,,Pelican Point Pty Ltd,
27613857668,Next Level Strategic Services Pty Ltd,,Pembroke Resources Pty Ltd,
65140067287,"Barton Deakin ",,Penrith Lakes Development Corporation,
50082123822,GRACosway Pty Ltd,19165732347,PEP Services Pty Limited,https://www.pep.com.au/
63103178258,Res Publica Pty Ltd,,Pepsi Co.,
71595434578,PRX Unit Trust,,Perfekt Pty Ltd,
51364113263,Cotterell Jannette Suzanne,,Perinatal Anxiety and Depression Australia,
56131702755,GRA Partners Pty Ltd,33714762652,Perth Radiological Clinic,
24165141426,Craig Emerson Economics Pty Ltd,,Pexa,
34837287161,Kirchmann Management Consultants Pty Ltd,,Pharma Devices Pty Ltd,
51364113263,Cotterell Jannette Suzanne,,Pharmaceutical Industry Council,
34010899779,BBS COMMUNICATIONS GROUP PTY LTD,,Pharmacy Guild of Australia,
79109681405,Hawker Britton Group Pty Ltd,,Pharmacy Guild of Australia,
30624548429,Health Communincations Australia Pty Limited,,Pharmaxis Ltd,
73137508555,The Premier Communications Group Pty Ltd.,,Phebra,
86615732182,Capetal Advisory Pty Ltd,65004694428,Philip Morris Limited,
89096965794,opr Agency,,Philips Healthcare,
80318383423,David Quilty Consulting,,Phonographic Performance Company of Australia,
23630677673,TG Endeavour Pty Ltd,,Phonographic Performance Company of Australia,
23630677673,TG Endeavour Pty Ltd,,Phosphate Resources Limited,
36617864347,Primary Communication Partners,,Photon Energy,
39008566943,Pynfall Pty Ltd,,Photonis Technologies SAS,www.photonis.com
19927269400,CHRIS SCHACHT,51083791708,PILATUS,
63106038304,Premier Strategy Pty Ltd,,Pipecon,
45079232116,Australian Spectrum Consultants Pty Ltd,,Pivotel Group Pty Ltd,
71595434578,PRX Unit Trust,54609868993,PLAN MANAGEMENT PARTNERS PTY LTD,https://planpartners.com.au/
17148998645,Diplomacy Pty Limited,,Platinum Equity LLC,
98134890337,Michelson Alexander Consulting,,Plumbing Industry Climate Action Centre,
98134890337,Michelson Alexander Consulting,,Plumbing Industry Climate Action Centre,
96146192663,Dunns4 Consulting Pty Ltd,,Point Trading,
96146192663,Dunns4 Consulting Pty Ltd,,Point Trading,
99153936719,"Cornerstone Group Australia Pty Ltd ",,"Polio (Australia) ",
99153936719,"Cornerstone Group Australia Pty Ltd ",,Polio (NSW),
98760171792,The Holland Trust,,Political Solutions Australia,
29145634224,Jo Scard Pty Ltd,,Popcar ABN 43 602 154 763,
81623654839,Coode Holdings Pty Ltd,,Port Hedland Community Progress Association,
51364113263,Cotterell Jannette Suzanne,,"Port Kembla Coal Terminal ",
93156511607,C2hills Investments Pty Limited,,Port Macquarie Hastings Council,
64964952044,Govstrat Pty Ltd,,Port of Brisbane,
21131482230,Sanlaan Pty Ltd,,Port of Brisbane,
41108538772,Public Policy Solutions Pty Ltd,,Port of Newcastle,
41108538772,Public Policy Solutions Pty Ltd,,Port of Newcastle,
23630677673,TG Endeavour Pty Ltd,,"Port Waratah Coal Services ",
91167042408,Royce Communications Pty Ltd,,Portsea Surf Lifesaving Club,
91167042408,Royce Communications Pty Ltd,,Portsea Surf Lifesaving Club,
51069838222,The Fifth Estate Consultancy Pty Ltd,54002062160,Posco Australia,
24613884763,Strategic Political Counsel Pty Ltd,39612531218,Power Ledger Pty Ltd,"https://www.powerledger.io "
89619473602,Kate Dinon and Associates PR Pty Ltd,,Powershop Australia,
89619473602,Kate Dinon and Associates PR Pty Ltd,,Powershop Australia,
74596834710,Mr John Kindler,,Pratt and Whitney Military Engines,
51069838222,The Fifth Estate Consultancy Pty Ltd,11004421961,Pratt Holdings Pty Ltd,
81634747363,GC Advisory Pty Ltd,,Precision Components Pty Ltd,
47166122434,Profile Consulting (Aust) Pty Ltd,,"PrecisionGx ",
17620658308,"Castlereagh Advisory ",71619450841,Premier National,https://pstate.com.au/
33136520548,SAS Consulting Group Pty Ltd,84006802053,Premoso Pty Ltd,
34628814728,Jeanes Holland and Associates Pty Ltd,,PreveCeutical (Australia) Pty Ltd,
65140067287,"Barton Deakin ",15133151229,Primary Industries Education Foundation Australia Ltd,https://www.piefa.edu.au/
37076540077,Politic Political Advisors,,Prime Pallets P/L,
23630677673,TG Endeavour Pty Ltd,,"Prime Super Pty Ltd ",
82080913909,Currie Communications Pty Ltd,39877327401,PrimeSafe,"PrimeSafe is the Statutory Authority responsible for regulating the meat, poultry, seafood and pet food in Victoria, Australia. PrimeSafe's primary objective is the provision of safe, wholesome meat, poultry and seafood for all consumers."
92118248892,The Agenda Group Pty Ltd,,Principals Australia Insitutute,
51364113263,Cotterell Jannette Suzanne,,Private Cancer Physicians of Australia,
51364113263,Cotterell Jannette Suzanne,,Professionals for Safe Cancer Treatment,
65140067287,"Barton Deakin ",,Programmed Marine Pty Ltd,
56131702755,GRA Partners Pty Ltd,66005585811,Programmed Skilled Workforce,"https://programmed.com.au "
85499693667,The Humphrey Company Pty Limited,,Project Flinders Pty Ltd,
50082123822,GRACosway Pty Ltd,,Project Management Institute,
21131482230,Sanlaan Pty Ltd,,Promise (Int) Pty Ltd,
47166122434,Profile Consulting (Aust) Pty Ltd,,"Property Exchange Australia Ltd ",
91133062012,Sports Hydrant Pty Ltd,,Prophecy International,
50082123822,GRACosway Pty Ltd,,Prospa Advance Pty Ltd,
89096965794,opr Agency,,Prostate Cancer Foundation Australia,
39098650241,John O'Connor and Associates Pty Ltd,,Prysmian Australia Pty Ltd,
33136520548,SAS Consulting Group Pty Ltd,,Prysmian Cables & Systems Australia,
87612391741,GovCorp Pty Ltd,53167382907,PS Design & Construction Pty Ltd,
19672612619,The Trustee for Sandra Eccles Family Trust,27004210164,PTTEP Australasia Pty Ltd,
33425786517,Leonie M. Short,41062894473,Public Health Association of Australia,
92715851492,Chikarovski & Associates Pty Ltd,49134881272,PUNTUKURNU ABORIGINAL MEDICAL SERVICE,
92715851492,Chikarovski & Associates Pty Ltd,49134881272,PUNTUKURNU ABORIGINAL MEDICAL SERVICE,
38162366056,Newgate Communications Pty Limited,,QANTAS,
